,try_n,vulnerability_id,fix_commit_mean_sim,not_fix_commit_mean_sim,num_fix_commit,type
224,1,CVE-2020-9483,1.0,0.26657781382890683,1,spacy
225,1,CVE-2020-9483,1.0,0.3632082075615743,1,fasttext
226,1,CVE-2020-1960,0.9956901047396237,0.32038465242387804,11,spacy
227,1,CVE-2020-1960,0.9962766516907325,0.35042687811780926,11,fasttext
228,1,CVE-2019-17572,1.0,0.7250349720719313,1,spacy
229,1,CVE-2019-17572,1.0,0.6849927084603284,1,fasttext
230,1,CVE-2020-12480,0.9600292676452558,0.5229358276771984,1,spacy
231,1,CVE-2020-12480,0.960029371649632,0.41562861012025565,1,fasttext
232,1,CVE-2017-7669,0.9650059184089016,0.600959785674019,2,spacy
233,1,CVE-2017-7669,0.979419604564748,0.6530574686503303,2,fasttext
234,1,CVE-2018-11768,1.0,0.33102721792674417,1,spacy
235,1,CVE-2018-11768,1.0,0.38495453651738754,1,fasttext
236,1,CVE-2018-8009,1.0,0.4697684462799434,13,spacy
237,1,CVE-2018-8009,1.0,0.49950638532615493,13,fasttext
238,1,CVE-2018-12541,1.0,0.50678854883967,1,spacy
239,1,CVE-2018-12541,1.0,0.6308497504666656,1,fasttext
240,1,CVE-2020-1958,0.8468820472521317,0.3228364410095965,1,spacy
241,1,CVE-2020-1958,0.9755470054216724,0.26708805287876286,1,fasttext
242,1,CVE-2018-11248,0.8864644178395089,0.6484661188908661,1,spacy
243,1,CVE-2018-11248,0.8583664170761196,0.6241850407570144,1,fasttext
244,1,CVE-2017-5637,1.0,0.15173556836430271,1,spacy
245,1,CVE-2017-5637,1.0,0.24438509964186325,1,fasttext
246,1,CVE-2019-0201,1.0,0.32481862302581316,3,spacy
247,1,CVE-2019-0201,1.0,0.29457454756337614,3,fasttext
248,1,CVE-2016-9177,1.0,0.8300879317494816,1,spacy
249,1,CVE-2016-9177,1.0,0.6966384047816107,1,fasttext
250,1,CVE-2018-9159,0.7384579578718358,0.7084598694261459,2,spacy
251,1,CVE-2018-9159,0.8200088212798344,0.7472355785777294,2,fasttext
252,2,CVE-2015-1427,0.6871245410595425,0.2220505538688761,3,spacy
253,2,CVE-2015-1427,0.6871245460410819,0.20220244180834504,3,fasttext
254,2,CVE-2015-5531,0.7726663619802105,0.4523334333483076,1,spacy
255,2,CVE-2015-5531,0.7726664426370389,0.5342925126848026,1,fasttext
256,2,CVE-2019-7619,1.0,0.34723153203521867,1,spacy
257,2,CVE-2019-7619,1.0,0.3570215996783297,1,fasttext
258,2,CVE-2020-7009,1.0,0.3289494965797202,3,spacy
259,2,CVE-2020-7009,1.0,0.34136390929262367,3,fasttext
260,2,CVE-2020-7019,0.967254649733342,0.38845795686766404,3,spacy
261,2,CVE-2020-7019,1.0000000000000002,0.4451913988513841,3,fasttext
262,2,CVE-2013-4152,0.6530571183192294,0.514844366034258,1,spacy
263,2,CVE-2013-4152,0.6214915216799353,0.4126306046422652,1,fasttext
264,2,CVE-2013-6429,1.0,0.5948600151466491,2,spacy
265,2,CVE-2013-6429,0.9644289621924632,0.5813396109196373,2,fasttext
266,2,CVE-2013-7315,1.0,0.5151473718303731,1,spacy
267,2,CVE-2013-7315,1.0,0.5630494276357708,1,fasttext
268,2,CVE-2014-0054,1.0,0.5619593087745466,2,spacy
269,2,CVE-2014-0054,1.0,0.5272152077728556,2,fasttext
270,2,CVE-2014-1904,0.9426882980512273,0.532413968216987,2,spacy
271,2,CVE-2014-1904,0.9414774913090437,0.4855256458882563,2,fasttext
272,2,CVE-2014-3578,0.35718759140092954,0.31058520196238887,2,spacy
273,2,CVE-2014-3578,0.3571876529751805,0.3436639758699783,2,fasttext
274,2,CVE-2014-3625,0.9449012244327291,0.6242498771394978,3,spacy
275,2,CVE-2014-3625,0.9433105973052801,0.5944855053213776,3,fasttext
276,2,CVE-2015-0201,0.8591152904857832,0.280654917262318,2,spacy
277,2,CVE-2015-0201,0.8591152868546214,0.2553371833320581,2,fasttext
278,2,CVE-2015-3192,1.0,0.23309104973945932,1,spacy
279,2,CVE-2015-3192,1.0,0.2920402208343659,1,fasttext
280,2,CVE-2016-5007,1.0,0.41040351522523444,1,spacy
281,2,CVE-2016-5007,1.0,0.5294029729172315,1,fasttext
282,2,CVE-2016-9878,0.9299344755016589,0.5066638274271802,3,spacy
283,2,CVE-2016-9878,0.9299344611416939,0.4641090951395027,3,fasttext
284,2,CVE-2018-11039,1.0,0.49694193039468165,2,spacy
285,2,CVE-2018-11039,1.0,0.5026145449185397,2,fasttext
286,2,CVE-2018-11040,0.9060303278205395,0.47917204801286445,2,spacy
287,2,CVE-2018-11040,0.9060303170829859,0.47202571909668767,2,fasttext
288,2,CVE-2018-1257,1.0,0.1972015536629774,2,spacy
289,2,CVE-2018-1257,1.0,0.2697837015824839,2,fasttext
290,2,CVE-2018-1270,0.31790809147068194,0.204965932251702,3,spacy
291,2,CVE-2018-1270,0.5039844290196637,0.2531619218707907,3,fasttext
292,2,CVE-2018-1271,0.897809887706478,0.46383221089815896,7,spacy
293,2,CVE-2018-1271,0.8978098795908399,0.4436732481239659,7,fasttext
294,2,CVE-2018-1272,1.0,0.46038931966638597,2,spacy
295,2,CVE-2018-1272,1.0,0.4612606682334814,2,fasttext
296,2,CVE-2018-1275,0.2284186601723809,0.19726924591526637,2,spacy
297,2,CVE-2018-1275,0.43890792632798104,0.2971711345455521,2,fasttext
298,2,CVE-2018-15756,1.0,0.3591099784187986,3,spacy
299,2,CVE-2018-15756,1.0,0.33198788459240375,3,fasttext
300,2,CVE-2020-5397,1.0,0.2876891433970724,1,spacy
301,2,CVE-2020-5397,1.0,0.2635652175037175,1,fasttext
302,2,CVE-2020-5398,1.0,0.34026169796826267,1,spacy
303,2,CVE-2020-5398,1.0,0.32920784258888103,1,fasttext
304,2,CVE-2018-10237,1.0,0.32067882783507073,1,spacy
305,2,CVE-2018-10237,1.0,0.2600055194396859,1,fasttext
306,2,CVE-2016-2402,1.0,0.3051737190819683,3,spacy
307,2,CVE-2016-2402,1.0,0.303215932145597,3,fasttext
308,2,CVE-2018-1000844,0.3689281080403053,0.11446134392552429,1,spacy
309,2,CVE-2018-1000844,0.7018767356927351,0.3109034700182919,1,fasttext
310,2,CVE-2018-1000850,1.0,0.7996907434596272,1,spacy
311,2,CVE-2018-1000850,1.0,0.7026137842393603,1,fasttext
312,2,CVE-2017-12612,0.7648499001001436,0.2630868588425893,6,spacy
313,2,CVE-2017-12612,0.8083203867135246,0.2725458553843762,6,fasttext
314,2,CVE-2020-9480,0.93520735773608,0.30138531804549584,2,spacy
315,2,CVE-2020-9480,0.8957198151406981,0.36490407101580274,2,fasttext
316,2,CVE-2014-0193,0.8389287183822443,0.2867442712228096,1,spacy
317,2,CVE-2014-0193,0.8389287340834082,0.3757515230693943,1,fasttext
318,2,CVE-2014-3488,1.0,0.27847960161079105,1,spacy
319,2,CVE-2014-3488,0.8773581636248258,0.5202857369427935,1,fasttext
320,2,CVE-2016-4970,1.0,0.586974643503185,2,spacy
321,2,CVE-2016-4970,1.0,0.559170561697748,2,fasttext
322,2,CVE-2019-16869,0.8677720753342093,0.22615218936709133,2,spacy
323,2,CVE-2019-16869,0.8677720903080739,0.2397553051772822,2,fasttext
324,2,CVE-2019-20445,0.9966970334740488,0.35986396383654545,1,spacy
325,2,CVE-2019-20445,0.9966970323210128,0.3599772192162579,1,fasttext
326,2,CVE-2019-9512,1.0,0.2504945523425536,1,spacy
327,2,CVE-2019-9512,1.0,0.17536782040787413,1,fasttext
328,2,CVE-2019-9514,1.0,0.2764444368066063,1,spacy
329,2,CVE-2019-9514,1.0,0.24413449253319897,1,fasttext
330,2,CVE-2019-9515,1.0,0.2275294099588417,1,spacy
331,2,CVE-2019-9515,1.0,0.29101200325421267,1,fasttext
332,2,CVE-2019-9518,1.0,0.34259110797104564,1,spacy
333,2,CVE-2019-9518,1.0,0.24016113560027819,1,fasttext
334,2,CVE-2020-11612,1.0,0.39792826357875066,1,spacy
335,2,CVE-2020-11612,1.0,0.3498282452124931,1,fasttext
336,2,CVE-2020-7238,1.0,0.226501077978912,1,spacy
337,2,CVE-2020-7238,1.0,0.25255140229896783,1,fasttext
338,2,CVE-2017-18349,1.0,0.7652062380524411,1,spacy
339,2,CVE-2017-18349,1.0,0.7652062178426409,1,fasttext
340,2,CVE-2017-12610,1.0,0.5507578375156079,3,spacy
341,2,CVE-2017-12610,1.0,0.5246455459131135,3,fasttext
342,2,CVE-2018-17196,1.0,0.5182785724583521,1,spacy
343,2,CVE-2018-17196,1.0,0.53784149736166,1,fasttext
344,2,CVE-2019-12399,0.9776733927555912,0.6036993216959414,4,spacy
345,2,CVE-2019-12399,0.9776733927428722,0.6094197740157445,4,fasttext
